Date,360ONE.NS,ABB.NS,ABCAPITAL.NS,ACC.NS,ADANIENSOL.NS,ADANIENT.NS,ADANIGREEN.NS,ADANIPORTS.NS,ADANIPOWER.NS,ALKEM.NS,AMBUJACEM.NS,APLAPOLLO.NS,APOLLOHOSP.NS,ASHOKLEY.NS,ASIANPAINT.NS,ASTRAL.NS,ATGL.NS,AUBANK.NS,AUROPHARMA.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJAJHFL.NS,BAJAJHLDNG.NS,BAJFINANCE.NS,BANKBARODA.NS,BANKINDIA.NS,BDL.NS,BEL.NS,BHARATFORG.NS,BHARTIARTL.NS,BHARTIHEXA.NS,BHEL.NS,BIOCON.NS,BLUESTARCO.NS,BOSCHLTD.NS,BPCL.NS,BRITANNIA.NS,BSE.NS,CANBK.NS,CGPOWER.NS,CHOLAFIN.NS,CIPLA.NS,COALINDIA.NS,COCHINSHIP.NS,COFORGE.NS,COLPAL.NS,CONCOR.NS,COROMANDEL.NS,CUMMINSIND.NS,DABUR.NS,DIVISLAB.NS,DIXON.NS,DLF.NS,DMART.NS,DRREDDY.NS,EICHERMOT.NS,ENRIN.NS,ETERNAL.NS,EXIDEIND.NS,FEDERALBNK.NS,FORTIS.NS,GAIL.NS,GLENMARK.NS,GMRAIRPORT.NS,GODFRYPHLP.NS,GODREJCP.NS,GODREJPROP.NS,GRASIM.NS,HAL.NS,HAVELLS.NS,HCLTECH.NS,HDFCAMC.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDPETRO.NS,HINDUNILVR.NS,HINDZINC.NS,HUDCO.NS,HYUNDAI.NS,ICICIBANK.NS,ICICIGI.NS,IDEA.NS,IDFCFIRSTB.NS,IGL.NS,INDHOTEL.NS,INDIANB.NS,INDIGO.NS,INDUSINDBK.NS,INDUSTOWER.NS,INFY.NS,IOC.NS,IRB.NS,IRCTC.NS,IREDA.NS,IRFC.NS,ITC.NS,ITCHOTELS.NS,JINDALSTEL.NS,JIOFIN.NS,JSWENERGY.NS,JSWSTEEL.NS,JUBLFOOD.NS,KALYANKJIL.NS,KEI.NS,KOTAKBANK.NS,KPITTECH.NS,LICHSGFIN.NS,LICI.NS,LODHA.NS,LT.NS,LTF.NS,LTIM.NS,LUPIN.NS,M&M.NS,M&MFIN.NS,MANKIND.NS,MARICO.NS,MARUTI.NS,MAXHEALTH.NS,MAZDOCK.NS,MFSL.NS,MOTHERSON.NS,MOTILALOFS.NS,MPHASIS.NS,MRF.NS,MUTHOOTFIN.NS,NATIONALUM.NS,NAUKRI.NS,NESTLEIND.NS,NHPC.NS,NMDC.NS,NTPC.NS,NTPCGREEN.NS,NYKAA.NS,OBEROIRLTY.NS,OFSS.NS,OIL.NS,ONGC.NS,PAGEIND.NS,PATANJALI.NS,PAYTM.NS,PERSISTENT.NS,PFC.NS,PHOENIXLTD.NS,PIDILITIND.NS,PIIND.NS,PNB.NS,POLICYBZR.NS,POLYCAB.NS,POWERGRID.NS,POWERINDIA.NS,PREMIERENE.NS,PRESTIGE.NS,RECLTD.NS,RELIANCE.NS,RVNL.NS,SAIL.NS,SBICARD.NS,SBILIFE.NS,SBIN.NS,SHREECEM.NS,SHRIRAMFIN.NS,SIEMENS.NS,SOLARINDS.NS,SONACOMS.NS,SRF.NS,SUNPHARMA.NS,SUPREMEIND.NS,SUZLON.NS,SWIGGY.NS,TATACOMM.NS,TATACONSUM.NS,TATAELXSI.NS,TATAMOTORS.NS,TATAPOWER.NS,TATASTEEL.NS,TATATECH.NS,TCS.NS,TECHM.NS,TIINDIA.NS,TITAN.NS,TORNTPHARM.NS,TORNTPOWER.NS,TRENT.NS,TVSMOTOR.NS,ULTRACEMCO.NS,UNIONBANK.NS,UNITDSPR.NS,UPL.NS,VBL.NS,VEDL.NS,VMM.NS,VOLTAS.NS,WAAREEENER.NS,WIPRO.NS,YESBANK.NS,ZYDUSLIFE.NS
2025-06-16,2302686,133245,6293041,261904,2424281.0,956459,1898670,2823300,13945785,71534,1253497,310945,589027,5949562,1301826,967606,736925,1525817,878308,5697424,203598,1645983,5484612.0,67774,7016290,7304944,9464721,3641398,32061745,744549,5722187,206457.0,5449381,3802901,1057668,21513,6893567,239006,5760092,24551800,1561914,1213574,2679763,3706240,5637883,1346285,272139,783901,318117,433939,1942798,166374,310958,2204028,271737,1294663,294926,,26481950.0,2248045,3650155,1367904,7728599,716274,11215638,87696,1436358,585135,494993,1615417,428063,2116100,606001,16513746,2304692,360242,3422978,5792606,1105297,4005115,5397336,1061499.0,5451137,939835,525509852,18132074,27724110,3361335,4168719,1208296,2286257,6542254,5591842,15176810,11022659,986884,14839323.0,13765113,7006629,2928277.0,1016126,16256310.0,1713177,871032,972257,1677132,155748,2941596,2803923,867846,942908,405280,1322630,7059556,176060,513550,1673726,1005131,251064.0,1894563,184242,1884937,3042556,1533088,15588451,1465868,389765,4147,904097,6545767,814202,532308,8323147,17980333,8065112,6264674.0,4532367,569165,236103,10245316,41444122,16961,583167,4457499,540382,4875821,477482,359522,1216279,19801768,1263378,192518,11067299,75609,2166409.0,1067151,6381409,8458093,7942903,5962115,436784,728053,8085001,19409,6882573,362584,124749,1359974,279165,2249326,468588,82798745,10330332.0,117822,439929,121345,31246328,3609820,16188193,2798294.0,1934088,2160406,212738,534665,418900,314047,605268,568490,401104,7916581,1234580.0,1187428,7686376,8258945,9622314.0,1362428,1093063.0,10935361,127118891,777623
2025-06-17,894802,101944,13086871,545042,1247192.0,703343,1281462,1571621,9820175,93153,1406479,331566,264117,4227886,1540986,1143509,630560,1306248,2690978,4492946,286217,1220096,4112639.0,36462,6110175,7272466,10245273,2912898,24371681,560014,6561555,150856.0,3780350,11636919,751866,10902,7219608,277917,6162135,14822292,3110284,1189553,1334810,3248476,4868682,1357037,441232,641053,943919,667500,1521179,341004,575475,5285974,232437,1649457,710729,,20651960.0,1233370,9087952,1575983,8847687,1542907,6610310,73377,1402108,1637479,241142,1692373,870615,1777245,289124,16978736,1899985,331648,4199339,3815275,1119284,9622550,3680545,1318784.0,6970098,659370,264151825,24435026,6374744,3519248,1632394,821905,2343961,5942280,7622083,9983651,8160863,884096,10983695.0,8450765,9028406,3358929.0,3176704,8857573.0,2324881,1075499,1751383,1533562,401604,3108300,1642441,1145741,650034,1293255,930603,6034344,349300,1196883,1455355,2508652,209312.0,2159490,226597,1940493,6853700,1157325,16860490,1153284,439638,2551,817018,4789895,579070,1531068,8290491,15918691,6796992,3261568.0,2992673,948887,165669,5655322,18781097,14393,4249833,3534347,672714,4437622,503921,528290,399557,16226787,2247984,327846,7286868,198282,1358617.0,920885,4877511,10366599,7031078,7876518,919708,557790,7753156,17595,2390137,834726,188113,3954206,732105,5408285,1090766,62347373,7081371.0,335254,664517,112049,17112867,3234777,16740382,1355077.0,2111940,2105126,239936,1000345,305553,430219,529572,480492,121415,6045765,946768.0,2269496,7390960,5621986,87601642.0,2527321,918393.0,7528454,106940351,1639313
2025-06-18,791793,165662,12129695,209111,1943400.0,667044,1632269,1732093,10063160,120503,568472,399829,394355,10098702,1131156,1266973,925059,3708945,860388,3135662,561114,1401356,3898500.0,45817,5002923,6655986,10339326,2218679,18879759,1099732,5069427,134900.0,4309390,8974019,788540,15987,10011198,220971,9963748,11798762,1946520,1561533,1075494,4118145,3417182,1254949,300348,579193,307879,402785,2812394,447218,273242,4708094,1806132,728945,774670,,17297190.0,1045672,7999769,1090681,11903224,990393,6693801,75537,988611,762660,342289,1044099,253794,1794428,390795,18433816,1059077,370443,3412544,3440848,2056563,142069446,2662216,436280.0,6751745,464789,300887692,21216968,2125621,1782302,1113256,603006,20826809,2753696,5629707,9045315,9203038,542096,8146064.0,9407593,8036215,1969770.0,1661670,8400088.0,2255318,854561,748204,2510894,1053137,3900651,1428464,1147464,959993,576064,743311,4824661,181165,994189,2161043,4446514,415934.0,1810324,467738,1800017,2543098,889232,9407610,998375,262836,4151,356587,6552729,462408,1308554,15730516,16361735,17835507,3710095.0,4182314,317331,110969,4484962,12691905,33495,1668519,6023646,265478,4637176,437991,414844,234637,15465092,1866430,646632,11904855,95397,1587234.0,361657,8395144,6681735,6046355,11736141,925037,349531,5710169,13011,3352972,382866,98840,2530901,562869,1455885,279483,49246678,13208158.0,155711,545933,98354,12556088,2973122,14860746,1206479.0,2696327,1299278,144130,972739,238143,283090,864129,792908,156816,6855826,366997.0,1066778,4768336,15852801,148543160.0,2428626,1938858.0,5016660,70942059,1016691
2025-06-19,839416,130952,10784231,417294,1666745.0,688209,2415130,2950283,13568940,79205,1961693,443298,462080,8194360,524926,924980,1322163,4235907,976481,4243763,332303,745887,6133605.0,35924,6585940,12080316,21418540,3959965,18220823,555035,4712312,95709.0,6499510,8981677,1134919,20928,5399948,114523,4153374,25631663,1951336,1062384,1124204,4416367,4480331,1334241,277544,981611,591489,409828,1349010,240502,259353,4347684,741827,1654212,923400,4080416.0,32347920.0,2604775,10671945,751819,18702293,772902,12955527,74220,698066,902612,609547,1743152,329625,2514527,232762,16876220,3059158,425692,4392425,3390334,1214549,16137205,3996335,537242.0,8849883,1063305,641047602,15558407,1456780,2263163,4623484,621641,4363823,2323401,5147760,5943647,14814511,1139746,19471217.0,13365251,12601006,3202387.0,1412283,13910920.0,5484701,1391083,1865206,1651973,690638,3405199,2691020,2106363,741716,773708,1580819,5734249,377075,617836,2482920,1401645,180419.0,973270,339117,1791898,3837621,523308,15789631,1808721,369450,3680,842436,5490223,681928,1474774,11055550,19333109,11610604,6932666.0,2186156,630360,165782,3497665,10790997,29724,2254428,5498409,419777,5562987,507239,184626,142988,22033703,704988,466216,13573824,216466,1753884.0,559316,11175647,10007230,8538943,10943647,1496522,537885,11824333,15605,3342726,547608,96457,2082504,337009,1696525,256502,90679408,47446089.0,315327,2816398,202630,10895470,4441866,20145922,2472153.0,2672768,3056884,168442,1022566,230664,215247,886990,597873,157757,11149993,593453.0,1272286,14815320,12549420,100506448.0,1278610,1185215.0,14184486,121108336,798082
2025-06-20,659293,241725,23337677,466291,6345674.0,3002549,3308667,4541583,47738495,809748,2656096,1580792,378436,10280514,1945026,1136065,4454650,2109976,2471302,4652390,567646,1931248,5085308.0,74560,14320241,8178646,14597819,2228334,122552435,904701,16228526,402082.0,7364337,3627362,524993,23579,8522458,395396,5802506,23310134,4222770,2149247,1917041,6531957,5195062,1770433,394282,1485637,601797,619032,2804520,560932,566174,4388235,1012429,1843895,776879,10030400.0,50201710.0,3051090,9350809,2129046,18520686,1156671,71820397,335427,3630336,1202350,1232377,1902384,1032126,2719770,407070,32900408,5256299,1159015,7166880,6244473,2685864,9792306,6889921,12251901.0,12408178,995960,522945635,21742816,4198077,4337475,1400181,1218340,20961217,15341490,9202821,33690253,47510313,861498,32577822.0,19220459,13203184,4456241.0,1641610,21062460.0,5785366,9697195,2661018,2572731,232065,3372636,1659325,1916265,878908,3387202,2575277,7105520,442064,753312,8315834,4463487,1223889.0,2558526,652128,2991004,2595055,2008915,28915708,1983453,418896,24690,635147,6979033,2392646,22941194,19726257,19902519,16592862,69868056.0,19831617,760759,147147,3531943,15907673,35835,1752162,5222989,662959,40786410,841609,1044968,390758,27593358,1136167,659919,33014151,312376,7130636.0,1362456,22119958,29010635,7771739,11077270,1168359,1669329,11367669,296684,7441267,1000560,193662,5401406,755167,2567882,397703,155351419,51835877.0,243281,2084108,189963,11393470,15318217,29944714,4370195.0,2351248,3425550,581088,2941214,307885,576579,10424185,1007979,629895,14071542,1652262.0,4218765,22583949,11493281,168064417.0,1563026,13607575.0,12904674,137535775,708234
2025-06-23,454188,88496,9009789,289791,1079104.0,790533,1728394,3921155,15234695,85004,1012046,327609,137379,6059600,596186,2029097,1169567,2615512,344580,2312469,271619,1125629,3740723.0,32073,5870597,5706955,9318649,3895796,43017721,2877325,2946463,143842.0,6599595,4480305,311114,13460,6848410,221233,7002677,13114898,1364842,838061,657381,3359491,5685325,655286,420574,1208823,210454,220281,1567027,478962,727767,2520182,824556,843945,247519,3288612.0,21523140.0,3823423,3500913,1864033,11308631,1926596,7720298,135759,1750263,597477,728851,1864791,661255,2221446,213021,11739518,1848140,580717,6080547,4641365,842856,7981302,11755735,874137.0,5514384,821137,322970787,23768809,12238919,1881126,1875657,922620,3191499,3059353,7943676,14001242,12447700,685543,12608797.0,18533609,14839890,1612063.0,661419,13408530.0,3285462,1132847,1280648,3745939,1365996,1720614,907773,3871676,799215,823714,1867977,6312298,123073,615853,1731432,2184581,218729.0,1200845,192037,1344872,3622869,913548,21541980,1147655,303383,3479,412498,7395941,804202,1297744,19708460,9544020,8277787,7460803.0,12120299,572393,158976,7201352,16776881,19219,2962773,3755961,442534,5128511,849134,180832,209809,13950918,980441,935253,6833477,94467,805813.0,783093,5395161,5989078,5548703,7077385,909345,627282,5549253,35494,4243520,1299174,136814,4620465,407716,840643,876039,48152988,16573120.0,344916,758904,107858,10265601,5195843,17096676,1791540.0,3123421,732380,199717,643325,352562,242297,2271641,414211,304907,5731153,3416836.0,834251,8576051,7310603,45361785.0,1352440,2612392.0,6214062,84683129,642532
2025-06-24,444866,228616,12692629,726491,1922183.0,996372,3498494,7635176,20572930,123314,5718874,479598,238243,11889666,1044179,808658,1176752,1329371,400107,6745788,214129,1717823,5512673.0,70253,11555634,6407993,10047772,3669138,33807025,1239813,6837210,307484.0,13591549,12193270,353848,15696,11172373,183157,6052217,25341633,1058774,1464575,1351552,4606984,4473394,1519443,325700,1270137,499928,391095,2587207,270144,514681,3345722,439985,1011128,579369,2439573.0,35638620.0,2025632,4740437,2588488,7404157,1352660,11982995,176496,1157475,583573,1562447,2435417,1138399,3601071,404615,22625322,1965197,469217,5510353,15143931,2440747,5259572,4965525,1942920.0,11188438,568413,1035289031,26953380,3123577,1873914,2744554,1450372,5482589,9559930,8083992,25393037,17879681,578906,12169462.0,13635905,16690068,3316854.0,1171729,24073040.0,3594212,1434360,851279,3158001,592144,5604520,5151483,1946233,1242288,887932,2751637,17929301,171186,594546,2834887,3898896,383818.0,1250576,332717,1627319,2150242,506897,20919358,2136653,327260,4694,797919,6765958,1050554,1100860,20966042,15172857,100814893,7454976.0,6204984,1020962,145896,8745292,22215004,38399,3341463,4753159,358910,5682297,682088,614098,241403,16440497,1069794,608610,15007849,146476,1270187.0,894028,6492412,16402744,8104800,20598542,1179089,876488,11402190,79141,4823566,1187970,117870,2061260,424802,2066326,202444,84498836,13783191.0,405865,1134930,203298,15359947,6296902,25403324,2228486.0,3403048,1923989,373106,968797,176732,590558,1459591,1407004,735700,13483665,1116069.0,1131402,6439004,6350436,59438523.0,1990620,3550433.0,6319428,111385760,1162909
2025-06-25,879204,138938,8192361,333987,2316935.0,921346,2294587,1915989,17171020,234015,2448107,928850,378904,14770642,807368,372908,1280646,2237498,816881,4229259,276176,998245,4878052.0,41533,6623799,4912539,7116589,2667837,29028317,896447,4152765,217049.0,8079034,14074406,537976,28913,6658747,282474,3725327,19878446,1551411,1252727,1032762,4672204,3065799,1087112,239813,1274791,415402,265673,2954897,234226,670992,2739707,533866,833145,449222,1348714.0,26412590.0,2683521,8025612,2481315,8112854,1332966,13168294,255657,1064107,664206,948185,2084409,1082601,1307518,257422,18405932,2733266,412213,5533268,4125652,1047270,3318519,8179316,1861892.0,7527388,951658,1071202528,15436515,1947862,4846877,1364294,962393,4946637,4221078,7813533,15297425,17436228,820300,20188007.0,11326924,9946718,4256581.0,1976461,11854470.0,4375094,2029126,3075488,5979018,517702,3575429,2330802,1389319,901902,1049577,1405262,10463264,345355,585479,2078771,1381769,231975.0,3216401,316536,2283980,1989980,928252,18785613,1776957,509014,5814,434487,4129040,1007044,2300288,9161381,10400058,17963666,5348432.0,9021420,631449,120007,4344968,13056178,55451,3386763,2395054,292512,5208380,1011366,1473846,266925,12173043,1437001,480549,10838516,89618,1174584.0,537548,6960473,7525851,4643329,10836397,858081,990856,6528324,92269,3211981,845690,123554,1027515,841549,1372945,246940,51596980,17314395.0,456321,1564437,134175,10456015,6324991,18240433,1474970.0,1757699,1416375,245172,2697912,269778,649892,815696,1137136,253134,10013520,1958351.0,1565175,6769539,6329973,49762830.0,1394524,4649713.0,5331739,102424811,655603
2025-06-26,1806780,110098,7848468,538191,2717149.0,1339627,2254782,2877806,30618905,323731,3048051,954651,426516,18988974,921519,867630,2065705,5819183,1110836,8678448,371685,1828277,3889453.0,42047,11677790,8947066,8706576,1971102,25730795,993564,9413241,330580.0,8632812,12779994,653059,40409,15528180,456290,3864783,21835265,1494248,1809115,1440423,5569101,3050446,2528144,1200717,2299378,442876,835384,1414934,404238,730817,5014664,326677,2373431,788150,3328114.0,47100080.0,2474533,12688408,2455980,12858332,823973,14072936,586182,790228,735164,1392932,1293102,1376736,2971055,367008,50084830,4290163,795726,8196123,11364641,1874722,6976812,5107027,623467.0,13617435,704033,904455977,29699772,1765142,3298383,2403993,1374904,4451922,8679054,6519233,24194161,20326369,864747,11124273.0,11721046,13703918,5075724.0,2568931,37158990.0,7709890,3892783,1303874,6105005,288150,5670127,2513780,2892656,1399813,907176,2578926,12459462,275607,1733659,2907261,1824794,384946.0,3673197,354735,4025154,2381173,549494,15513201,1477878,551408,11171,479575,12011362,980202,3115098,10445731,31206909,13754087,5755367.0,5322917,807925,149946,3454307,15769123,51907,4276818,3841951,555658,4936949,368069,450772,248892,15388837,2545604,294479,10232220,97163,1922143.0,914662,7658791,14657893,4519908,24148009,1435893,1147822,24704402,98924,19068571,501325,135647,3502901,942004,2102627,251092,63684828,17362686.0,330788,2236678,126030,10104914,5064123,40650557,1635468.0,2879106,2528268,1595455,1620497,367033,389029,851467,949146,506580,10113786,1725849.0,3968851,8390695,10412097,23036171.0,2728104,1132088.0,8564099,89018955,876152
2025-06-27,3387240,241168,5491582,875256,3118143.0,4049316,6044564,2888390,78220455,113855,3563465,1138006,523582,10399732,1555059,482191,11651442,4459909,1627657,6068274,504248,6315182,5228077.0,96693,21637194,16042284,17380242,3184051,41398277,1393640,6405854,2181397.0,8256515,4598232,914421,83020,9911738,350140,4146758,34489264,4398286,5837341,1851991,16253653,2745762,3971962,905150,1684007,1406562,1274146,2780971,545217,1310517,3690392,251774,1770595,413724,663663.0,61545450.0,2141558,31963885,2321087,13050123,1140912,11946465,2339175,3293143,758444,678859,1454498,1884791,6478283,323175,28213384,17236651,543489,5666934,15352970,1050745,7428769,5767027,1883633.0,22532899,650132,805573085,32534083,11384244,11586684,2416450,2751255,12647856,7687289,8912268,19189378,11155952,1772042,11806174.0,12347443,21409935,4606076.0,3131858,60666210.0,3849783,1941604,2286595,9950793,347440,9649439,1467520,2897771,739305,859030,2720600,9233947,275493,3591856,5098406,1868778,235922.0,4329253,346403,9937898,4003805,6420988,31792290,3477271,967905,20472,1837904,22615248,5582731,2375672,15970754,26727126,50845169,11730385.0,20037270,1449448,562109,12425484,21691960,61469,2770161,4347760,1074099,5893639,922369,612710,135043,34112048,5098482,417426,15523628,214655,1165501.0,800153,6165251,11117052,7343095,17864360,9956566,6763121,19375990,218128,7554681,2052948,634965,1200021,2238985,5313904,137916,157324744,17772506.0,235914,622376,191698,7198028,5243333,31989509,2934803.0,1778433,6183785,779151,601285,1739609,1038044,1935325,2231250,501287,14926048,2130175.0,3212791,7460924,23776172,18077824.0,4533397,1260205.0,8906108,105112009,1545595
2025-06-30,2857456,157658,10466882,320037,1673237.0,694814,2020543,1586196,22731315,71583,2003082,1159765,353888,7429606,785414,407056,1452561,2397545,1653812,6559872,303799,1363779,4551293.0,98360,6086081,19051358,14142517,3054172,20350621,578990,5597484,633699.0,24499093,2637925,481994,32831,5840638,257865,2973164,34766391,1960902,1489109,1053681,4870935,2414088,1701327,328578,1872848,771737,421940,3254231,599664,884481,2198839,811305,2224279,340049,601274.0,21588940.0,2106918,13990271,1000311,9866638,925571,8827649,2484615,742606,739506,447868,985412,1565123,1855229,194140,13649020,2971593,871009,4919088,3398554,1403754,3717240,3470933,1995611.0,6325073,1574983,554256638,18465058,6555935,4840438,2341558,2392470,4353159,8228456,6294505,10645295,6988566,1037262,7327935.0,11927422,12317124,2651983.0,1246303,36746290.0,2172588,765716,1671587,5531047,129827,3727657,1414394,1465724,2437347,1730108,1508882,9598420,137935,747414,2083572,3435304,242516.0,1618205,448956,1890046,3137273,793747,9059988,1467352,412320,6320,618395,10763584,1279001,1658010,9450272,10582703,11858890,12739754.0,3452461,592732,138155,2193263,8783448,34121,5592327,3683768,362533,8309295,616236,340086,305594,46860515,1126616,180007,8415241,153588,1488434.0,664605,6335483,8409527,5938964,7106194,2183255,1362010,19652607,42009,3721603,880507,273856,1060345,710534,2160184,271888,100164317,8510810.0,183593,1836286,95468,6960104,3232056,15842285,1686790.0,1468351,1546996,217469,921775,2210845,769672,2136461,1372365,333104,21423582,3001009.0,2075636,7221867,6466543,12381986.0,1352048,9101072.0,7119563,96513607,818854
2025-07-01,1117721,365605,6939075,338750,1874380.0,729197,1836549,2134736,40265290,220023,2877528,944181,1872535,7030766,1232160,462599,1026690,3760593,961883,8702198,363782,1002015,4058662.0,87116,5381327,12791194,18672483,4257314,35405785,1356145,3769165,538528.0,6368798,5293503,1194162,13798,3921773,178343,2799778,30511659,5976739,2353507,1112637,5997283,1893630,2376579,460578,1931575,1187269,429888,1617894,385716,853874,3414388,953859,1851442,534027,536577.0,17220730.0,734628,16637063,1743062,8969214,447785,14033352,458730,539601,521961,535639,1332940,662726,1639826,173833,14389386,2596888,480538,5468762,4624750,759914,4010078,6986225,1212284.0,7761449,844222,668115067,129486596,2797448,3663817,2496658,1289620,5729474,9631934,4178937,9899904,9178943,886549,17480249.0,8315552,13670465,1502470.0,1166914,20683380.0,2604174,988673,1295012,5261401,171315,4025754,1520826,1400114,904582,1279409,1054380,5715930,242101,1092022,1407074,1657882,1615351.0,1202600,283481,2067169,3087567,769028,8339743,1199765,451128,5748,459021,9136392,1499855,1077220,7520819,50233525,8903292,12471767.0,3847897,445266,140579,2532988,8470489,20045,2129982,3655141,412381,5986456,447760,483880,116357,45219119,1812983,317256,12349270,149442,4062932.0,755125,6863628,10368523,3812592,13302468,2693691,667136,11456405,46618,3524637,1445646,128622,2676817,374816,3298070,365171,49316098,8749440.0,250794,971874,243499,6866073,3180881,17823415,905454.0,2375183,1689051,287155,947173,1549804,396855,558024,840834,207437,16061426,1280859.0,3182249,6674529,11455315,11791622.0,1406545,3821264.0,3886095,79199190,925574
2025-07-02,561379,284183,7101210,436420,2946152.0,621409,1307248,1219600,20389805,73736,3821770,1040298,910865,7080494,1936030,473080,611592,2504958,1558073,5471100,267604,1204931,4044759.0,35886,9394493,16461168,9878461,2111770,22843521,1905720,6513288,351276.0,4720752,7387741,1857196,18343,3799017,300622,2342388,20734163,3828798,2875195,1273704,7752338,1503047,1567953,714558,1473655,880541,211985,2358163,437491,899590,3762205,772653,2027306,299925,568584.0,14940240.0,2183885,11463228,2063730,13834006,505076,26797812,282918,775759,958146,917118,819887,580598,2069447,126305,18878250,3248677,808159,4566893,3566248,1128034,2979489,4921302,1112895.0,13372280,501742,713771873,37592039,6291092,3926796,2040292,1388532,10183147,5734710,8653641,7881728,15292132,1093414,8179033.0,8089405,15990899,2532081.0,2004442,13385180.0,3540272,3166924,682023,10325501,335785,1876511,1581126,1038538,721322,941661,1330176,4539973,201256,1446106,1559309,7032750,1642680.0,2521750,609735,1534237,1598186,549765,10867662,1025207,741113,7394,357095,14629895,1091998,1475052,10143073,27279877,11326880,7693431.0,8571295,299965,155550,3201274,10419419,24542,2414625,1846081,320897,5958682,2491307,387752,112267,33831963,1742202,407342,10826029,136014,968665.0,766512,7742629,6361002,4124336,28463371,2464474,1072946,6661200,20945,3288839,592322,151251,1339966,815060,1611046,139098,72931988,12607551.0,3532942,1230645,262330,8034013,4283041,63315210,1266703.0,3090585,1931642,346960,583514,401800,189187,1159148,606782,445829,8256586,1464003.0,1348689,6457381,11881474,15731632.0,1408061,2528018.0,8750887,57391538,1227396
2025-07-03,931488,193225,2692058,479869,3905266.0,502724,1234996,978007,18364010,191430,1598094,888136,894597,10579878,1547480,567519,391058,3218187,1234364,6237185,175619,1133593,3023573.0,32741,7606558,6572424,6579528,3248007,13499244,1616581,5558647,127960.0,3482668,5847231,3061466,120903,5049883,224236,3789412,13257229,1750812,4522465,869963,3851213,1424216,1090866,504145,1777152,1173803,287404,2976302,302964,366937,1521725,1833798,1918977,335537,650654.0,19402940.0,2251237,4618576,1082475,14497014,442412,22497196,896010,622284,528778,393434,1120740,1087139,1839063,327789,16860506,3442861,650625,4216075,2130326,1060039,2050922,2756057,1192824.0,10177738,305016,711437304,33916039,2343929,3314364,1970585,1144838,3855070,6185945,5259695,8006482,6509925,660457,5327265.0,6716053,14185298,1097102.0,1506490,11497040.0,3273830,1703765,661301,3013808,612719,4667399,1025367,1183645,913793,668346,1229034,3745712,149303,739865,2102806,6776014,1503035.0,2125636,606221,2615624,1343453,373808,14066409,12052636,196536,7751,383639,9292298,995080,1263638,6179534,36535369,15786429,5125195.0,59581827,458827,114608,8737201,13891239,14934,7109295,2399238,222105,4471741,1407573,781166,185912,47921007,1057854,349404,10373094,87861,615375.0,648165,8508913,11283291,3403586,24871213,1653406,916863,7020403,26592,6014549,496857,128590,1330215,438978,1553777,140745,48302742,6837958.0,1210447,730322,126180,9668110,9669274,60571824,799130.0,2531870,1713273,531438,528710,521114,220214,750787,787076,275755,7183438,930122.0,3054421,3844728,17268863,19184643.0,2797627,1739049.0,9357962,55964363,718095
2025-07-04,1368232,153889,2939875,513194,4081958.0,370305,1565915,608462,10892800,94037,2859715,773734,349076,7290956,602309,1180520,732740,880959,1933477,3926186,183720,1509178,10674659.0,28212,10613046,11400183,7342255,3762094,16618426,1039888,2178315,132064.0,6547713,6787795,1505974,173114,13743465,145106,12917060,10569354,2011272,1751430,1118483,3990767,1972155,859326,248938,2351859,530031,230777,2857925,243498,466319,1218416,488810,1466009,185006,654426.0,13076740.0,2276640,5120183,1071405,11748872,814811,17133306,397077,654700,606090,286779,1700709,639702,768500,229547,7863944,1536851,437195,2680991,4318402,1242346,1786418,2872546,654426.0,5066503,381077,403035848,30198806,12834315,2437653,1313266,345735,2658812,3900169,4411273,22612766,8189905,703398,5613838.0,6596356,8256733,1373284.0,652147,9623498.0,3519624,961108,554527,2463946,358266,1686215,573508,676058,787030,425688,696402,11136321,154919,934950,968006,1427953,1061825.0,6030354,225607,1062360,2459626,1218649,5751045,2217278,221365,4175,284105,3763422,1069466,790114,6986352,11370389,5899185,5218821.0,7997284,373302,96079,3561602,7717259,52564,926250,1992624,153281,4544818,415226,420752,127365,14099494,1296834,457714,14193884,111545,874030.0,280539,5668163,6603501,2929965,7161066,809693,685665,4319538,12514,3843226,504152,80651,666146,321665,1264399,58985,32254269,8466011.0,696115,573351,97329,4942900,3432678,22938753,951660.0,1109320,1310544,252419,629926,423431,175116,7516962,494247,191516,9090399,905626.0,2791223,4123037,4456947,15566009.0,1780860,939413.0,7141779,59748051,845835
