Date,360ONE.NS,ABB.NS,ABCAPITAL.NS,ACC.NS,ADANIENSOL.NS,ADANIENT.NS,ADANIGREEN.NS,ADANIPORTS.NS,ADANIPOWER.NS,ALKEM.NS,AMBUJACEM.NS,APLAPOLLO.NS,APOLLOHOSP.NS,ASHOKLEY.NS,ASIANPAINT.NS,ASTRAL.NS,ATGL.NS,AUBANK.NS,AUROPHARMA.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJAJHFL.NS,BAJAJHLDNG.NS,BAJFINANCE.NS,BANKBARODA.NS,BANKINDIA.NS,BDL.NS,BEL.NS,BHARATFORG.NS,BHARTIARTL.NS,BHARTIHEXA.NS,BHEL.NS,BIOCON.NS,BLUESTARCO.NS,BOSCHLTD.NS,BPCL.NS,BRITANNIA.NS,BSE.NS,CANBK.NS,CGPOWER.NS,CHOLAFIN.NS,CIPLA.NS,COALINDIA.NS,COCHINSHIP.NS,COFORGE.NS,COLPAL.NS,CONCOR.NS,COROMANDEL.NS,CUMMINSIND.NS,DABUR.NS,DIVISLAB.NS,DIXON.NS,DLF.NS,DMART.NS,DRREDDY.NS,EICHERMOT.NS,ENRIN.NS,ETERNAL.NS,EXIDEIND.NS,FEDERALBNK.NS,FORTIS.NS,GAIL.NS,GLENMARK.NS,GMRAIRPORT.NS,GODFRYPHLP.NS,GODREJCP.NS,GODREJPROP.NS,GRASIM.NS,HAL.NS,HAVELLS.NS,HCLTECH.NS,HDFCAMC.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDPETRO.NS,HINDUNILVR.NS,HINDZINC.NS,HUDCO.NS,HYUNDAI.NS,ICICIBANK.NS,ICICIGI.NS,IDEA.NS,IDFCFIRSTB.NS,IGL.NS,INDHOTEL.NS,INDIANB.NS,INDIGO.NS,INDUSINDBK.NS,INDUSTOWER.NS,INFY.NS,IOC.NS,IRB.NS,IRCTC.NS,IREDA.NS,IRFC.NS,ITC.NS,ITCHOTELS.NS,JINDALSTEL.NS,JIOFIN.NS,JSWENERGY.NS,JSWSTEEL.NS,JUBLFOOD.NS,KALYANKJIL.NS,KEI.NS,KOTAKBANK.NS,KPITTECH.NS,LICHSGFIN.NS,LICI.NS,LODHA.NS,LT.NS,LTF.NS,LTIM.NS,LUPIN.NS,M&M.NS,M&MFIN.NS,MANKIND.NS,MARICO.NS,MARUTI.NS,MAXHEALTH.NS,MAZDOCK.NS,MFSL.NS,MOTHERSON.NS,MOTILALOFS.NS,MPHASIS.NS,MRF.NS,MUTHOOTFIN.NS,NATIONALUM.NS,NAUKRI.NS,NESTLEIND.NS,NHPC.NS,NMDC.NS,NTPC.NS,NTPCGREEN.NS,NYKAA.NS,OBEROIRLTY.NS,OFSS.NS,OIL.NS,ONGC.NS,PAGEIND.NS,PATANJALI.NS,PAYTM.NS,PERSISTENT.NS,PFC.NS,PHOENIXLTD.NS,PIDILITIND.NS,PIIND.NS,PNB.NS,POLICYBZR.NS,POLYCAB.NS,POWERGRID.NS,POWERINDIA.NS,PREMIERENE.NS,PRESTIGE.NS,RECLTD.NS,RELIANCE.NS,RVNL.NS,SAIL.NS,SBICARD.NS,SBILIFE.NS,SBIN.NS,SHREECEM.NS,SHRIRAMFIN.NS,SIEMENS.NS,SOLARINDS.NS,SONACOMS.NS,SRF.NS,SUNPHARMA.NS,SUPREMEIND.NS,SUZLON.NS,SWIGGY.NS,TATACOMM.NS,TATACONSUM.NS,TATAELXSI.NS,TATAMOTORS.NS,TATAPOWER.NS,TATASTEEL.NS,TATATECH.NS,TCS.NS,TECHM.NS,TIINDIA.NS,TITAN.NS,TORNTPHARM.NS,TORNTPOWER.NS,TRENT.NS,TVSMOTOR.NS,ULTRACEMCO.NS,UNIONBANK.NS,UNITDSPR.NS,UPL.NS,VBL.NS,VEDL.NS,VMM.NS,VOLTAS.NS,WAAREEENER.NS,WIPRO.NS,YESBANK.NS,ZYDUSLIFE.NS
2022-12-05,1171212,216805,18326577,458990,,2392866,505068,3966501,9007380,26472,5491648,1351186,684834,11049664,926122,716983,276317,1406695,1202935,5098164,163476,1383542,,114361,10292500,17705726,16512468,645232,17476086,792068,3311316,,54166041,1492167,35016,26790,4976546,212913,1017255,44409360,2835969,1058745,1236554,8732711,3465380,1242145,448032,696749,423257,474730,3137533,379966,68056,6361119,217716,1961695,518257,,85107180.0,4492358,14401826,1605493,15148621,955377,16381267,181632,970685,833768,837283,1360562,658970,2646466,221880,11592622,2199625,397713,14599958,3903663,1640511,1227211,10411579,,10984608,423089,54867545,60123157,6373788,2844044,1451799,298145,3842074,987246,3824966,10947250,12844090,1114128,,71585440,9716390,,2829575,,665114,2129340,2164470,12499766,234630,1245509,556824,2339996,800923,2147106,1767537,20689507,286244,734449,2764806,17008391,,1003133,519621,1170296,6965692,544781,26087724,157304,358098,8584,1396099,27249138,1684195,1699980,16843753,23193456,9861212,,6569928,418300,113358,1381983,18440387,12546,1395330,12261228,609856,8541500,396820,679150,237757,99638073,6208330,238730,16477957,26549,,456122,11813355,14828536,18116172,21457721,1670685,684421,11585602,23170,4417660,299959,22344,727687,542347,2294634,49519,439811540,,849892,1540201,122569,12857807,10750610,96441799,,1475065,2760688,434419,747114,164087,273850,462047,2896073,235887,14006192,,4114694,9873510,17018137,,1045757,,9947062,138780670,596116
2022-12-06,2027400,238124,11192515,599147,,2962621,594052,4836193,13396285,28351,6009003,633358,354855,12074038,958365,379999,268871,1401494,892965,5351099,251515,1177485,,99310,8409800,39901296,64566563,731678,13880227,1357304,5567349,,30697492,2383617,122458,30608,10051146,349352,3085767,68401680,1037096,1078054,1180968,7394839,2755924,1262610,777171,690001,502955,523685,1040850,254786,52589,2654909,224614,1742295,944559,,40042680.0,2496415,18534496,1509391,9031442,830364,16304243,152478,505197,289129,631065,1451394,543852,2807894,86367,12353092,2751347,339117,7409338,6235984,1484562,830567,7599239,,18220912,823892,118700470,37465596,3110330,3795855,3053049,475367,3130375,1497697,4822398,10369691,39553560,3646370,,107014786,6327430,,2722675,,1150204,1468238,1249045,4803825,180421,1366698,1112308,1954633,1233657,365676,1530731,12988090,529007,370587,1686075,4103926,,873707,551379,650965,6113740,247590,21450112,109688,552477,6816,495276,13256787,1244840,1362180,20500998,16704270,7008295,,3716394,337804,89589,1610337,10977472,9315,332220,5321487,473026,4243621,320558,1005830,141845,225788957,4408452,541602,11299945,27969,,483181,6283354,8594245,33248967,16724879,1223944,1991151,12996244,29434,10171880,278284,36856,420514,361751,1321211,13805,241805841,,386340,826214,108351,8461831,20071039,50581245,,1166999,1838107,276641,706596,112235,334920,501781,1970222,312838,58814030,,1575896,16004825,7693396,,763196,,8832518,157373790,391512
2022-12-07,1093300,428075,7365362,418544,,1257261,340020,2867882,7152430,18186,5406859,505592,354913,8280026,1832282,856929,259618,3280365,1171300,9103656,167024,2376490,,63133,9610270,25334920,40632070,1109510,11943855,654168,3771882,,23086451,1244697,226964,9071,14328596,252294,1894239,53558045,629680,722408,1031921,4519547,2769990,1001340,363949,1329379,316997,550453,6182504,211120,63106,3417623,257217,1661035,943407,,29775690.0,1797948,12158260,324411,11134858,577777,15698962,127230,894394,486542,657577,1009110,450207,2399879,1895208,11674720,2831232,340800,5510513,10704454,2368561,444698,9894610,,15675663,762091,73626545,32861793,2687472,1917604,1850988,1759557,2752097,1325777,4898087,20909569,10190980,1847900,,70789132,9813208,,1984033,,707531,1162282,2762585,4496577,91250,2362280,559608,1105135,871091,1281882,3438327,10516070,622933,274616,1731982,4009071,,1606711,546450,1824917,5063380,396776,23396460,93397,617199,13731,361232,9649174,1246905,1139120,8914792,9249081,7718718,,5130935,574416,64361,1314805,9731670,12768,403938,5001636,523064,17939875,350588,874964,145367,111738442,3227033,232833,5813973,14051,,334908,16848824,8462111,13041752,12166267,609571,636553,7613892,44520,6943485,4856338,49177,384704,248230,2954262,51395,193786549,,347239,2020441,120687,12133315,7548312,39494279,,1167505,1478573,258840,712914,123789,194240,233857,1319008,324940,27700707,,970940,13389655,5552148,,611505,,6568616,132599554,594974
2022-12-08,87996,224644,5081341,337427,,895075,316620,2822061,7766750,23496,2897290,515104,336491,10937292,851312,634794,150349,2015490,718431,17466047,141912,1161239,,72988,11377840,93033779,65938068,1676012,15789329,2618796,4822179,,25351714,1261574,140012,59599,5220452,282421,1140216,76294260,625606,1310404,808315,3135706,5978800,1107090,671154,1656753,2015997,480794,1825451,347880,186779,2154953,177556,1386625,862490,,35341240.0,2843937,16928789,312444,10614975,676369,14371642,3156120,634696,432629,334379,1021472,526779,1752350,381831,14803634,3171602,190468,4902003,6315195,1314703,490930,5838385,,10136870,778965,26523509,23224441,1507210,1866220,1839056,1038461,3666432,1032619,4206837,11996025,43253170,1090422,,55312942,6200447,,3328093,,688245,1053397,2127499,2971015,95695,12619838,560349,805678,2234602,1667570,3743754,7191657,705770,527266,1906386,2509729,,1703231,476001,1401737,12004146,328723,20132298,60130,282639,14507,324566,11025693,1232035,812480,8102404,29772171,4225180,,5052347,376013,29490,778605,10150945,14659,445671,3079727,411472,11325155,542636,504294,143911,150791474,6396544,193532,11176439,67709,,138007,13925336,7757008,9807645,14100639,665441,608199,10020015,21481,2846375,959261,16196,927236,256931,10021644,26488,96070967,,241863,805216,81118,9539923,7507975,32416724,,1285619,1110431,254851,648288,68540,522584,325774,988773,262827,33516963,,1500182,10733150,5763591,,529232,,8940712,151748493,545877
2022-12-09,110440,329565,7830852,491049,,2129800,395043,6979639,14792940,80718,7795856,894534,271785,13565546,847879,774150,242005,2788592,1012624,8018981,166035,1766412,,74044,11312920,99220254,64253084,2421732,12630851,1025490,4615843,,40894739,865434,217946,71665,10392346,233437,1378320,95079860,1121418,1370253,994866,4197165,3671342,2081660,476636,1097105,744536,3239055,1253564,384319,226238,5996845,265654,1539865,660249,,36490400.0,3610100,12091632,702553,15835417,1373373,13292760,1338339,1633865,407018,523232,1329912,920352,12415478,270856,11963384,3243513,254995,5405738,10454263,1883397,638318,12800730,,9575331,552253,64742478,33371203,2889256,3530051,4057470,617265,6171282,878758,8880658,24702723,22673510,1253279,,65342359,8132228,,6294136,,732360,1338271,2010123,5120737,107304,2648455,1273739,1028709,2723169,484890,2573609,9290608,720644,526842,1308941,5188326,,2940138,790406,974836,7771490,811324,22704313,79254,584153,10766,504458,11968333,2083700,1535100,5812654,23000934,6174919,,8296193,682205,101440,1620817,9438307,11939,593700,20423508,653876,9022553,228964,469364,138028,242993671,3673714,325548,6020031,24499,,264582,10866022,12655763,12421135,12784750,1277512,679420,11202267,22709,3202765,1211718,31079,614169,432919,4231753,51339,137661963,,202907,1080966,147894,9920219,13087278,35665257,,1797896,3138360,343450,935047,139986,189220,381953,1253296,211582,44709555,,1636084,13914230,7643243,,1243683,,15423336,248261797,443448
2022-12-12,89924,197711,4760869,306720,,802499,334135,3412185,13288615,50548,4062852,401070,445259,15453706,1323816,400515,203019,1289020,873776,7621788,171844,1365732,,59836,11000480,35305416,32045806,969104,19335542,1855409,3149823,,18971694,975963,66042,12681,13477930,233360,916182,33882015,1592165,1341353,1544297,7881379,3419476,1069540,504949,893776,666942,619176,1989220,396759,215435,2914566,242444,1367975,541993,,20602390.0,2457058,5392164,531343,15920076,2511390,9936989,3513024,2554635,419610,457733,953218,589078,4275785,137115,14434808,1747003,166357,4809486,15173061,1163204,529141,7379041,,8493863,380539,47484633,19725963,2372490,4086392,4125936,1503825,2790292,1033752,8037679,20455051,113871540,1082376,,142467203,11214662,,2457350,,617547,1224081,3233744,10268098,260089,3281447,890689,693297,5932237,545820,1536090,8457938,671381,594255,1723401,2225954,,4051574,445039,1904838,5612522,436489,17468923,61770,407461,6440,464126,8657751,2645900,1621200,16480634,15670410,7153044,,4762979,506705,38694,1374204,8946335,8388,492477,7750318,621958,7145238,633578,662678,259695,128901863,2398505,526556,8194429,120207,,135578,7912674,9479842,18964486,10442886,1674576,498780,9285187,26967,5938835,1514941,40618,489233,395435,1875104,160756,278382339,,150634,948219,106993,8009229,8858525,37082389,,1527610,1689393,296148,726330,193074,119932,266399,903199,260579,27780706,,1124301,10344540,8476131,,536919,,10365880,919584556,771773
2022-12-13,13089680,120072,4793844,429720,,1215308,430094,3821073,30724365,174064,2436178,388674,363818,19435906,886601,1559089,346102,1426088,1014941,8136559,126272,1279634,,34601,9586360,32717387,38377035,767538,7421330,2384699,3832999,,11420243,2463416,70072,16680,7750970,158169,6267741,40287220,1822476,1117440,1282727,4878457,5545588,1090775,155708,723322,560069,656285,1713097,217843,197807,2024616,275766,1087545,584450,,21917720.0,2148935,10645314,701446,11215454,750499,7876925,606108,820574,357349,452455,813070,1338319,2284909,172495,17031702,3212182,440848,4359377,6903222,1265839,337990,49094896,,10415140,436001,67357811,26880905,1864564,3005181,12228997,519818,4161518,946161,6135067,16409283,103687120,1172294,,105835589,10693426,,1804401,,546603,1201367,2828732,7540373,297320,6939565,666285,2144901,7100398,1321308,1233124,4918578,640427,744159,2164600,2673392,,787991,330236,2783397,4772820,127675,14304427,119703,559205,5928,274763,7233729,3548220,982680,9836712,11267010,5166993,,5644287,402583,48387,1417140,12593054,9971,873744,5699433,658028,6940876,541570,548276,168041,148851940,2143043,2232195,8235450,41273,,128780,9509178,8333348,29250879,11388040,1179383,598044,7455415,28325,1977965,996714,66012,933723,381931,1863361,48168,143072413,,3437569,1224742,189805,9717894,7265105,32264080,,1378016,1983827,204384,832740,113648,205913,392861,1040540,285708,56779680,,1521073,6597275,8177297,,537656,,6813842,214307356,377060
2022-12-14,520236,307596,2432733,226019,,1114492,324888,4930906,16702460,169472,1682787,458867,356293,17107284,1103870,1229059,346571,790701,1316392,8573479,132320,1137059,,31561,6782830,26004525,28459879,988938,6168426,2285450,7491333,,11608268,4452626,89486,35770,9635850,195654,3845319,53238855,1039282,675770,1013627,4730078,1858304,2393040,1165291,1185921,395696,453988,1470878,334854,211952,4437819,545140,1392005,676995,,24599680.0,2043083,7409698,1104434,22598875,722596,14894126,284241,765882,473061,535865,863386,2024261,2425507,265763,14227640,2800824,438317,6639699,7269261,886858,420848,30297827,,12319827,410641,515723820,84343663,2058218,4038800,7879714,300111,3913725,2944060,4976020,16268873,222410760,1858776,,64653991,7379878,,2154134,,437588,1471083,2436582,3807738,347400,3747141,967720,2146500,5008176,720310,1516631,7911903,881860,668745,1436837,1506424,,1159310,343670,1161594,2454772,561476,33191179,427148,456721,4831,434187,11478637,1976450,1633600,16166384,17641347,8562333,,5153788,531324,42703,3042058,17692988,48016,768489,7499632,1009334,8174452,345822,599850,701827,175015067,1257340,774214,10055353,90440,,353350,7451278,7268947,12567429,10055122,1410018,609946,14010673,15031,4138030,752293,53022,2354167,722113,1570685,87161,336400273,,954600,971275,195376,6314883,9179593,38606984,,1213311,1983937,175857,767737,99640,209026,247467,747736,226179,59058653,,1480610,7792780,7878753,,776630,,9995152,151563929,735277
2022-12-15,107268,258936,2872366,439279,,866138,351166,3679459,8604945,23890,5047769,248649,316614,16938540,799124,532742,268903,869684,1610317,7359261,161541,1041690,,42805,8577060,41881637,54070468,703360,10186774,2009684,2996482,,15595022,1793894,158596,22428,5908812,370501,1970775,43057550,710114,660883,710477,5221433,1329524,995670,399638,663406,466445,537409,993549,234168,104954,2719988,312108,1209055,338209,,19011710.0,1737746,30030543,317996,28006772,1674739,11356770,416148,1303005,494223,319014,1667784,615540,1906369,196756,18182648,1991517,299314,3986930,6735624,990722,388016,27382347,,8929748,515065,166791398,72230847,1883850,3169919,3690929,304652,3097282,1864659,6443866,9555282,73871020,14531256,,46565124,8154931,,2683159,,376430,1690335,2667641,3398250,129628,2041799,3242482,1593179,2263539,1171144,1323412,21279881,476697,306953,2417555,4515792,,752911,472176,1707591,2791862,705686,13591317,864466,456609,5201,245297,8780986,1831225,791080,7679241,17012298,10644546,,7788442,290086,45147,1716111,11426194,51718,687855,3170404,383550,6736632,266664,355436,165964,229821550,1177822,602308,5385778,85173,,935560,14198423,8688551,8970104,10984645,888622,1303760,10622271,18723,3778060,333860,62034,1195554,1131869,1304660,31372,476242220,,769451,783051,207197,7542601,7909066,34361613,,1415694,5184673,174515,1225728,138114,223770,383487,1711006,241610,40573474,,1692394,6534520,5846776,,1015102,,7766926,568038558,585464
2022-12-16,171740,425206,4157163,433332,,1598960,841693,7791763,20892480,39422,4854309,906549,342890,23613520,1192821,402103,320375,1692206,1430109,6926928,228381,1533418,,41137,8802330,25933520,31214748,745920,38364152,1872329,4309644,,26157996,1190382,111442,31397,9481326,346508,3794634,51761875,888448,1052542,1309491,7757065,2068208,2253695,578851,2097103,684603,570002,1749583,367711,100746,3463368,380722,16783045,771552,,48220910.0,2928687,14600806,718144,35484499,1095594,13833563,443310,1208697,554138,711870,1548086,712922,5159215,366178,14647958,2787126,271086,6460140,5686497,1793864,1124919,14826511,,9157260,423279,126725344,39089164,4474102,4900647,2943257,461827,1944616,1902311,9630453,18672807,41706520,8857773,,43591915,12429280,,2283728,,607175,1498658,1398385,18589084,258752,2487828,1889828,1745646,2820832,3118380,2822390,10096447,728348,899068,2136354,2973624,,1439095,624222,1314423,3841808,545185,18883765,451581,1423859,8992,475229,10372718,1768830,1386420,11659471,15421467,9433166,,7329556,656320,64718,2677255,20540447,26021,836214,2096590,809202,8429702,520936,901954,1006701,150603662,3690768,1907772,11166617,36972,,555056,9252067,15837349,7915636,11710485,1377355,722024,9435071,26791,9071230,741576,26041,731978,980557,2618988,93028,254892146,,650205,849333,244998,50949198,10349382,34736665,,2703680,2994364,488922,1177053,107420,282437,505066,1308612,285180,36601861,,2566446,8301915,7609735,,749560,,18012634,483675727,647685
2022-12-19,91872,397439,2527734,184905,,1643404,341433,5205837,15288495,263295,2341796,307946,308464,23466274,655594,301067,184705,867270,1370125,4842336,238078,1508476,,55702,6595590,21588072,22859602,735892,22872344,1420325,6397169,,25190170,1324054,56784,19232,5444230,330662,1435287,35935395,840913,1074203,779326,4073907,1524100,969275,593544,881231,438819,400752,2060993,163186,137971,2827030,300724,1661755,890120,,21470290.0,1527291,10385302,334499,13524731,1083503,14673777,1551807,762854,402355,313190,1327990,523406,3328172,278009,9604542,1960076,276490,3690005,5578116,1546941,699822,33188218,,7015083,307588,70978218,23508086,3038626,3337250,1404024,463961,1382378,1000864,6222740,12681354,44965870,2696707,,38418582,7812801,,2461987,,790238,944749,1339179,8068881,145130,1713647,2281423,791092,6490103,281278,1592779,7989647,435967,393415,2767603,1292061,,1396813,464106,1120013,5346206,448496,23656935,132664,323348,5089,356258,7108283,1762525,1308960,7553505,12667752,7706855,,13612050,523379,62592,882907,10635055,19871,389865,1618011,529792,5322128,384472,432658,369644,85831831,5516786,811353,7758862,24890,,276822,7003000,7729933,6550101,8474568,824645,378502,8322012,27421,3297195,369496,20885,927631,629091,1547342,72749,638219867,,713601,1120217,171823,9809103,9302368,17297590,,2120965,1529622,247280,572224,309146,1478848,467614,1806966,251219,30515295,,884769,5216465,5148697,,483111,,8838046,333082150,758508
2022-12-20,54136,380570,2237610,271075,,3778426,285591,4023275,10436885,116933,2314297,342002,282355,18947808,739257,479129,195335,1910526,1170207,9511818,152284,866377,,92025,6077160,17522529,15966771,676524,10478941,1218798,2828863,,18459170,1660191,234634,25213,5614312,206833,1396383,39456395,2189957,733807,795748,3784271,2612444,971140,189010,699589,365054,583277,8300358,143983,238282,4641199,217791,1214105,711013,,32487660.0,1636538,10008151,225493,11062080,545371,10389812,894582,588692,681652,443027,1273414,535004,2629849,380464,7174698,2166279,234062,7580480,2778513,827567,1039966,13019544,,6384331,584204,134972654,30569636,2091284,3438177,1985522,1740107,1245359,2732197,7396259,9368946,54219990,4253915,,181272162,5482218,,1902685,,788992,1512103,1179377,7813644,360828,1410586,770442,1660444,8871743,809214,1747181,6338956,217063,386644,1286604,1870011,,1129137,694906,2061305,9135296,518782,22206750,383048,357921,7210,304355,9405089,1430215,933520,10108487,14772834,7387632,,11037630,469747,46391,840934,6714207,14427,370482,1779152,519398,7110931,153080,296116,193648,88046715,2078626,324378,6541929,23343,,137492,5323451,7467588,14079409,14817945,420519,1478618,6753785,32638,2851545,706855,52556,400423,386920,1352408,333814,425797132,,458677,677159,186161,12341042,6418826,34836506,,1529971,2149130,378974,597902,303559,303823,270778,1747561,488123,20115261,,1598234,6758170,7495069,,1205458,,8778558,294564961,789245
2022-12-21,277824,195307,4973655,238252,,3585883,592366,4660583,20722175,78443,6698446,394645,877375,28851228,616324,323666,328200,1296136,2449850,8368960,149348,1397725,,18031,6223900,28163349,36766532,1053358,11606766,1554591,5079337,,60162462,4912220,443868,30969,5170900,303234,1992303,64792305,1497887,1325543,3224730,3675466,1760080,1500595,300959,1553921,338730,421917,2308329,1455203,320403,3330407,252192,1739615,485199,,39979210.0,2430068,13127587,1421749,14279180,6127038,10930509,437133,828262,501324,411544,1910302,526005,2878658,229348,9269198,2694392,328455,5557133,6025281,779092,790394,22087643,,11341147,493935,69210822,36730533,2666406,6052926,3221403,1206297,1495106,1434722,6236361,8618706,45874450,3812361,,192467386,7045201,,3475867,,617155,1605753,3791885,7066417,98678,2382869,2344372,5893280,4546599,867856,1979681,9833327,644975,1647711,1251993,2893161,,796069,800720,1782044,6178874,11835926,37862013,129177,297312,7768,1194194,16628699,2580295,1407560,12748564,18682920,8454254,,12249784,493325,90372,829764,10011408,18613,708285,1798202,537116,6608451,171694,343788,247380,154435087,2178624,582721,7005861,36079,,238093,9464490,8527550,15449962,14289387,1017650,1281437,9217253,35053,4286630,267492,49474,1000645,375875,2043630,38929,395402337,,599398,811513,186139,11606059,9737819,32303565,,1432566,2037666,265168,519326,517605,270336,585477,1417265,388167,32448774,,2220101,5380270,10996743,,1158353,,10215214,369893062,2697599
2022-12-22,223812,234442,3926892,332075,,2879658,724864,5517570,25758585,174047,7913985,327471,902304,17041894,663202,531510,239705,1375529,1734348,9202717,158182,2100618,,32874,8497060,24089989,34029343,1638768,14577136,1365071,3626834,,32843415,2390292,152056,24046,6135896,243325,2187798,50547250,1766836,758437,2070809,4755089,3704782,1297950,371317,884868,417780,599231,818353,594661,179556,2624616,283003,1737350,613152,,53936110.0,2835248,17643887,1799516,12024065,3196842,11818673,683187,864653,413617,421636,1737178,697173,2623451,242084,9747096,3424491,483991,4435416,4272900,852567,752259,17243013,,9788367,533499,84371385,53775906,3852976,9373234,2719690,1088470,2126536,1599230,6302640,15215404,100827380,4836262,,99443583,6584445,,2300268,,1304419,1403642,3470824,8231183,257157,1714093,2301597,2281147,4221417,535492,1993744,8103801,334180,2196207,1557590,2727522,,685397,580858,2223868,6714050,763461,40355697,142878,399957,5601,503732,8068682,2321770,753760,10624804,17775162,6979001,,10324183,397590,54368,1736832,9123323,17941,639774,1825136,425634,8076792,184580,374804,302316,193777944,2101608,347177,6961415,55695,,396383,17816529,7451122,8020230,18920980,929731,1176517,8740149,36764,1549960,332174,35724,940087,631488,5163443,75580,377648968,,608629,1017965,278555,14908929,14020296,39639329,,1384101,1925482,235028,557608,299358,230108,879064,1373045,338708,39579007,,2404863,10006060,9075631,,787550,,9093800,387642459,1770189
2022-12-23,141728,209507,4835266,262926,,3036157,1242927,9112806,16250710,77893,10542194,406177,473498,17921478,1230858,500850,417221,2087464,1866834,6371695,122024,1673592,,44001,9943030,29192377,33696758,2155758,23099245,2265831,2804496,,33814978,6383847,117798,30648,5802076,224215,2123238,76551365,2087026,1314808,2773210,6561011,4493076,1310045,396239,1015159,1047277,627352,1890316,1625800,168275,4966765,255257,2498780,581956,,93022110.0,3412607,13181619,754021,22444602,2093633,15566348,861231,485866,723155,358698,1735564,868844,2177675,247913,10693152,3234932,328855,7766201,4616977,1189702,993236,13806920,,11059215,824353,87185371,62775042,4381774,8489375,4525500,1193836,2621761,1308319,6283822,15286836,49498440,7402977,,122876842,10073884,,2296625,,1725307,1687270,3842819,8232069,279056,2102126,2857330,2206700,3498066,1473180,2026125,9697616,429859,4165329,1913648,3803891,,598327,503012,837210,9953714,843320,37926798,119623,302970,7258,682389,12489907,1960130,1488080,14742999,31038057,5313321,,12029763,672114,76114,1504185,8007752,19003,860673,3328475,451580,10022860,313358,488866,167218,174132546,4388081,448226,4554651,40617,,292846,12678874,10257115,7499743,15647334,1273228,877135,13047046,27459,1564975,347993,92659,1400061,651176,3612433,198755,263244568,,937987,1216647,355787,19902886,20819266,46756489,,1360281,1504806,291123,1310439,294348,171057,1182635,931666,289661,51880207,,1175968,6547985,11859798,,980785,,12120710,401631548,2075717
2022-12-26,93820,171579,3449485,480611,,2162662,1226600,7205540,13099570,92510,8583591,366807,247357,16031864,536884,441563,230869,705455,1147182,4764440,140091,1329547,,32888,5305350,31320528,44666926,3671936,12096095,1300649,6023206,,28743927,2370002,102098,33905,3377562,166686,1487547,59785635,904210,1041754,1279529,3116608,5491442,506765,145924,456662,412689,393400,2149944,654257,201269,3309456,205540,1593040,530294,,83571450.0,2636180,22992460,828928,8024641,1097283,8868913,775908,471973,518521,385645,1637110,537211,1680715,217046,9907322,1962030,175951,3939359,2985336,605144,351079,14231832,,6943159,665901,93261358,54697186,1570646,7047516,3750934,232709,2100374,1185046,4115459,9571856,72384740,3578861,,136601051,9566210,,2918642,,735578,1168456,1756911,10976444,183410,4746738,1618098,1619002,2728756,205548,1154610,6226483,248624,1798553,1677560,2435977,,490218,315102,923446,18745948,593138,24666718,81988,337990,6899,824043,11259187,1572110,667640,5110715,25795998,8321609,,9194594,472586,29909,651661,7150680,16795,436866,3365041,331096,6778067,103812,517394,182546,169993660,1805425,291849,6864331,26032,,232362,11744504,5990242,19245865,14027435,651376,567165,13201587,15650,1606850,882794,20197,1217228,500570,2307374,77748,270444702,,424039,1014226,619866,16979026,18203352,33995681,,870157,966423,123415,1076808,471591,194406,835478,1043410,328414,75502824,,955078,5318965,7669940,,454783,,7261148,553301260,762148
2022-12-27,37708,117811,1972878,260633,,1804911,899439,4872234,12104325,75812,5808135,145372,226485,12797392,729041,392262,131985,896071,1239728,3346083,115917,1102198,,74705,7810350,20811376,28152129,1185732,10240049,1025722,1782053,,20578890,1313840,433020,17196,2819074,138087,1102413,37573365,1144158,1047240,1209316,2961726,5314118,977185,221619,919748,255358,408515,756651,362159,331759,3108513,168072,1366245,422130,,54205000.0,1821141,12906891,913390,6330028,631005,10690052,626100,863452,388379,236578,2309794,569944,554319,97921,7926772,1511387,181947,13898138,3946639,870960,366016,11071705,,4994381,330784,69297538,39445196,1783724,2856144,1701370,650703,1462244,966816,4860076,5815217,84292940,2032618,,89075438,6727343,,15063600,,699682,4992699,1381797,6715085,108102,1548286,741070,1449275,1862730,492428,1059351,5079388,245105,712581,1304940,3207364,,464951,423308,652315,15363596,781614,28732896,38872,240021,5533,416478,24136229,1796120,805820,6495803,36207897,9244387,,4645644,308145,33573,1255342,8765357,8556,508722,1837698,332446,3590696,276448,293598,165972,124352547,1813687,207085,13115851,15451,,134581,7594964,5763271,8866063,29894904,818975,471890,9638618,14980,2420365,313143,18799,685653,583509,1870105,43728,137402727,,804491,601101,471338,14372461,11851262,76033410,,835883,1615647,178876,791283,91756,155331,868094,1356572,295144,93290300,,1693081,4027200,11251874,,469563,,7685840,525572234,547340
